color,duration,gross,movie_title,country,content_rating,title_year,imdb_score,movie_facebook_likes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
1,164.0,255108370.0,The Hobbit: The Battle of the Five Armies ,0.09320905459387484,3.0,2014.0,7.5,65000.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,153.0,262030663.0,The Amazing Spider-Man ,0.7952063914780293,3.0,2012.0,7.0,56000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,156.0,105219735.0,Robin Hood ,0.7952063914780293,3.0,2010.0,6.7,17000.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,186.0,258355354.0,The Hobbit: The Desolation of Smaug ,0.7952063914780293,3.0,2013.0,7.9,83000.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,113.0,70083519.0,The Golden Compass ,0.7952063914780293,3.0,2007.0,6.1,17440.130650769996,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,201.0,218051260.0,King Kong ,0.09320905459387484,3.0,2005.0,7.2,17440.130650769996,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,194.0,658672302.0,Titanic ,0.7952063914780293,3.0,1997.0,7.7,26000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,147.0,407197282.0,Captain America: Civil War ,0.7952063914780293,3.0,2016.0,8.2,72000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,131.0,65173160.0,Battleship ,0.7952063914780293,3.0,2012.0,5.9,44000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,124.0,652177271.0,Jurassic World ,0.7952063914780293,3.0,2015.0,7.0,150000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,143.0,304360277.0,Skyfall ,0.08468708388814913,3.0,2012.0,7.8,80000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,135.0,373377893.0,Spider-Man 2 ,0.7952063914780293,3.0,2004.0,7.3,17440.130650769996,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,195.0,408992272.0,Iron Man 3 ,0.7952063914780293,3.0,2013.0,7.2,95000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,108.0,334185206.0,Alice in Wonderland ,0.7952063914780293,2.0,2010.0,6.5,24000.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,104.0,234360014.0,X-Men: The Last Stand ,0.09320905459387484,3.0,2006.0,6.8,17440.130650769996,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,104.0,268488329.0,Monsters University ,0.7952063914780293,1.0,2013.0,7.3,44000.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,150.0,402076689.0,Transformers: Revenge of the Fallen ,0.7952063914780293,3.0,2009.0,6.0,17440.130650769996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,165.0,245428137.0,Transformers: Age of Extinction ,0.7952063914780293,3.0,2014.0,5.7,56000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,130.0,234903076.0,Oz the Great and Powerful ,0.7952063914780293,2.0,2013.0,6.4,60000.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,142.0,202853933.0,The Amazing Spider-Man 2 ,0.7952063914780293,3.0,2014.0,6.7,41000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,125.0,172051787.0,TRON: Legacy ,0.7952063914780293,2.0,2010.0,6.8,30000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,106.0,191450875.0,Cars 2 ,0.7952063914780293,1.0,2011.0,6.3,10000.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,123.0,116593191.0,Green Lantern ,0.7952063914780293,3.0,2011.0,5.6,24000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,103.0,414984497.0,Toy Story 3 ,0.7952063914780293,1.0,2010.0,8.3,30000.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,118.0,125320003.0,Terminator Salvation ,0.7952063914780293,3.0,2009.0,6.6,17440.130650769996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,140.0,350034110.0,Furious 7 ,0.7952063914780293,3.0,2015.0,7.2,94000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,123.0,202351611.0,World War Z ,0.7952063914780293,3.0,2013.0,7.0,129000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,149.0,233914986.0,X-Men: Days of Future Past ,0.7952063914780293,3.0,2014.0,8.0,82000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,132.0,228756232.0,Star Trek Into Darkness ,0.7952063914780293,3.0,2013.0,7.8,92000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,114.0,65171860.0,Jack the Giant Slayer ,0.7952063914780293,3.0,2013.0,6.3,22000.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,143.0,144812796.0,The Great Gatsby ,0.09320905459387484,3.0,2013.0,7.3,115000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,116.0,90755643.0,Prince of Persia: The Sands of Time ,0.7952063914780293,3.0,2010.0,6.6,23000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,131.0,101785482.0,Pacific Rim ,0.7952063914780293,3.0,2013.0,7.0,83000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,154.0,352358779.0,Transformers: Dark of the Moon ,0.7952063914780293,3.0,2011.0,6.3,46000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,122.0,317011114.0,Indiana Jones and the Kingdom of the Crystal Skull ,0.7952063914780293,3.0,2008.0,6.2,5000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,93.0,237282182.0,Brave ,0.7952063914780293,2.0,2012.0,7.2,39000.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,122.0,130468626.0,Star Trek Beyond ,0.7952063914780293,3.0,2016.0,7.5,30000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,98.0,223806889.0,WALL·E ,0.7952063914780293,1.0,2008.0,8.4,16000.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,91.0,140080850.0,Rush Hour 3 ,0.7952063914780293,3.0,2007.0,6.2,17440.130650769996,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,158.0,166112167.0,2012 ,0.7952063914780293,3.0,2009.0,5.8,13000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,96.0,137850096.0,A Christmas Carol ,0.7952063914780293,2.0,2009.0,6.8,17440.130650769996,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,127.0,47375327.0,Jupiter Ascending ,0.7952063914780293,3.0,2015.0,5.4,44000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,110.0,124051759.0,The Legend of Tarzan ,0.7952063914780293,3.0,2016.0,6.6,29000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,150.0,291709845.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",0.7952063914780293,2.0,2005.0,6.9,17440.130650769996,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,144.0,154985087.0,X-Men: Apocalypse ,0.7952063914780293,3.0,2016.0,7.3,54000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,152.0,533316061.0,The Dark Knight ,0.7952063914780293,3.0,2008.0,9.0,37000.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,96.0,292979556.0,Up ,0.7952063914780293,2.0,2009.0,8.3,27000.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,94.0,198332128.0,Monsters vs. Aliens ,0.7952063914780293,2.0,2009.0,6.5,17440.130650769996,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,126.0,318298180.0,Iron Man ,0.7952063914780293,3.0,2008.0,7.9,10000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,126.0,73820094.0,Hugo ,0.7952063914780293,2.0,2011.0,7.5,42000.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,106.0,113745408.0,Wild Wild West ,0.7952063914780293,3.0,1999.0,4.8,17440.130650769996,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,112.0,102176165.0,The Mummy: Tomb of the Dragon Emperor ,0.7952063914780293,3.0,2008.0,5.2,17440.130650769996,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,123.0,161087183.0,Suicide Squad ,0.7952063914780293,3.0,2016.0,6.9,80000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,96.0,100289690.0,Evan Almighty ,0.7952063914780293,2.0,2007.0,5.4,2000.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,113.0,100189501.0,Edge of Tomorrow ,0.7952063914780293,3.0,2014.0,7.9,77000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,176.0,88246220.0,Waterworld ,0.7952063914780293,3.0,1995.0,6.1,17440.130650769996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,118.0,150167630.0,G.I. Joe: The Rise of Cobra ,0.7952063914780293,3.0,2009.0,5.8,17440.130650769996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,95.0,356454367.0,Inside Out ,0.7952063914780293,2.0,2015.0,8.3,118000.0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,106.0,362645141.0,The Jungle Book ,0.08468708388814913,2.0,2016.0,7.8,65000.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,124.0,312057433.0,Iron Man 2 ,0.7952063914780293,3.0,2010.0,7.0,18000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,132.0,155111815.0,Snow White and the Huntsman ,0.7952063914780293,3.0,2012.0,6.1,53000.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,97.0,241407328.0,Maleficent ,0.7952063914780293,2.0,2014.0,7.0,89000.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,130.0,208543795.0,Dawn of the Planet of the Apes ,0.7952063914780293,3.0,2014.0,7.6,45000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,128.0,38297305.0,47 Ronin ,0.7952063914780293,3.0,2013.0,6.3,35000.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,136.0,259746958.0,Captain America: The Winter Soldier ,0.7952063914780293,3.0,2014.0,7.8,55000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,93.0,238371987.0,Shrek Forever After ,0.7952063914780293,2.0,2010.0,6.4,17440.130650769996,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,130.0,93417865.0,Tomorrowland ,0.7952063914780293,2.0,2015.0,6.5,37000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1,102.0,222487711.0,Big Hero 6 ,0.7952063914780293,2.0,2014.0,7.9,41000.0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,101.0,189412677.0,Wreck-It Ralph ,0.7952063914780293,2.0,2012.0,7.8,40000.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,100.0,665426.0,The Polar Express ,0.7952063914780293,1.0,2004.0,6.6,10000.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,120.0,102315545.0,Independence Day: Resurgence ,0.7952063914780293,3.0,2016.0,5.5,67000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,98.0,217387997.0,How to Train Your Dragon ,0.7952063914780293,2.0,2010.0,8.2,33000.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,109.0,150350192.0,Terminator 3: Rise of the Machines ,0.7952063914780293,4.0,2003.0,6.4,17440.130650769996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,121.0,333130696.0,Guardians of the Galaxy ,0.7952063914780293,3.0,2014.0,8.1,96000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,169.0,187991439.0,Interstellar ,0.7952063914780293,3.0,2014.0,8.6,349000.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,148.0,292568851.0,Inception ,0.7952063914780293,3.0,2010.0,8.8,175000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,106.0,144512310.0,The Fast and the Furious ,0.7952063914780293,3.0,2001.0,6.7,14000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,166.0,127490802.0,The Curious Case of Benjamin Button ,0.7952063914780293,3.0,2008.0,7.8,23000.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,132.0,146405371.0,X-Men: First Class ,0.7952063914780293,3.0,2011.0,7.8,54000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,137.0,281666058.0,The Hunger Games: Mockingjay - Part 2 ,0.7952063914780293,3.0,2015.0,6.6,38000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,109.0,63143812.0,The Sorcerer's Apprentice ,0.7952063914780293,2.0,2010.0,6.1,11000.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,98.0,60655503.0,Poseidon ,0.7952063914780293,3.0,2006.0,5.6,17440.130650769996,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,113.0,76846624.0,Alice Through the Looking Glass ,0.7952063914780293,2.0,2016.0,6.4,30000.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,93.0,320706665.0,Shrek the Third ,0.7952063914780293,2.0,2007.0,6.1,17440.130650769996,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,123.0,46978995.0,Warcraft ,0.7952063914780293,3.0,2016.0,7.3,89000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,126.0,89732035.0,Terminator Genisys ,0.7952063914780293,3.0,2015.0,6.6,82000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,113.0,104383624.0,The Chronicles of Narnia: The Voyage of the Dawn Treader ,0.7952063914780293,2.0,2010.0,6.3,11000.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,184.0,198539855.0,Pearl Harbor ,0.7952063914780293,3.0,2001.0,6.1,17440.130650769996,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,144.0,318759914.0,Transformers ,0.7952063914780293,3.0,2007.0,7.1,8000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,206.0,34293771.0,Alexander ,0.09320905459387484,4.0,2004.0,5.5,17440.130650769996,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,138.0,292000866.0,Harry Potter and the Order of the Phoenix ,0.08468708388814913,3.0,2007.0,7.5,17440.130650769996,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,157.0,289994397.0,Harry Potter and the Goblet of Fire ,0.08468708388814913,3.0,2005.0,7.6,17440.130650769996,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,102.0,227946274.0,Hancock ,0.7952063914780293,3.0,2008.0,6.4,17440.130650769996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,104.0,256386216.0,I Am Legend ,0.7952063914780293,3.0,2007.0,7.2,11000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,115.0,206456431.0,Charlie and the Chocolate Factory ,0.7952063914780293,2.0,2005.0,6.7,17440.130650769996,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,111.0,206435493.0,Ratatouille ,0.7952063914780293,1.0,2007.0,8.0,10000.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,128.0,205343774.0,Batman Begins ,0.7952063914780293,3.0,2005.0,8.3,15000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,89.0,179982968.0,Madagascar: Escape 2 Africa ,0.7952063914780293,2.0,2008.0,6.7,17440.130650769996,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,105.0,177243721.0,Night at the Museum: Battle of the Smithsonian ,0.7952063914780293,2.0,2009.0,5.9,2000.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,119.0,179883016.0,X-Men Origins: Wolverine ,0.7952063914780293,3.0,2009.0,6.7,17440.130650769996,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,129.0,139259759.0,The Matrix Revolutions ,0.09320905459387484,4.0,2003.0,6.7,17440.130650769996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,102.0,400736600.0,Frozen ,0.7952063914780293,2.0,2013.0,7.6,58000.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1,138.0,281492479.0,The Matrix Reloaded ,0.7952063914780293,4.0,2003.0,7.2,17440.130650769996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,112.0,206360018.0,Thor: The Dark World ,0.7952063914780293,3.0,2013.0,7.1,63000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,120.0,153629485.0,Mad Max: Fury Road ,0.09320905459387484,4.0,2015.0,8.1,191000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,146.0,133375846.0,Angels & Demons ,0.7952063914780293,3.0,2009.0,6.7,17440.130650769996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,115.0,181015141.0,Thor ,0.7952063914780293,3.0,2011.0,7.0,63000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,96.0,114053579.0,Bolt ,0.7952063914780293,2.0,2008.0,6.9,17440.130650769996,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,88.0,119420252.0,G-Force ,0.7952063914780293,2.0,2009.0,5.1,17440.130650769996,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,99.0,83640426.0,Wrath of the Titans ,0.7952063914780293,3.0,2012.0,5.8,19000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,113.0,79711678.0,Dark Shadows ,0.7952063914780293,3.0,2012.0,6.2,82000.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,131.0,195000874.0,Mission: Impossible - Rogue Nation ,0.09320905459387484,3.0,2015.0,7.4,47000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,119.0,61937495.0,The Wolfman ,0.7952063914780293,4.0,2010.0,5.8,17440.130650769996,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,110.0,124051759.0,The Legend of Tarzan ,0.7952063914780293,3.0,2016.0,6.6,29000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,91.0,126597121.0,Bee Movie ,0.7952063914780293,2.0,2007.0,6.2,17440.130650769996,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,90.0,165230261.0,Kung Fu Panda 2 ,0.7952063914780293,2.0,2011.0,7.3,20000.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,103.0,131564731.0,The Last Airbender ,0.7952063914780293,2.0,2010.0,4.2,18000.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,124.0,133382309.0,Mission: Impossible III ,0.7952063914780293,3.0,2006.0,6.9,17440.130650769996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,131.0,73103784.0,White House Down ,0.7952063914780293,3.0,2013.0,6.4,33000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,88.0,21379315.0,Mars Needs Moms ,0.7952063914780293,2.0,2011.0,5.4,17440.130650769996,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,85.0,64459316.0,Flushed Away ,0.08468708388814913,2.0,2006.0,6.7,17440.130650769996,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,111.0,34964818.0,Pan ,0.7952063914780293,2.0,2015.0,5.8,24000.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,92.0,111505642.0,Mr. Peabody & Sherman ,0.7952063914780293,2.0,2014.0,6.9,11000.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,196.0,133228348.0,Troy ,0.7952063914780293,4.0,2004.0,7.2,17440.130650769996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,93.0,216366733.0,Madagascar 3: Europe's Most Wanted ,0.7952063914780293,2.0,2012.0,6.9,17000.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
